CodGeraMT,DATA,HORA,KWH_CONSUMIDO,KWH_INJETADO_GD,POTENCIA_INSTALADA 
3013673747,12/01/2021,0,3.08,0.0,1000.0
3013673747,12/01/2021,1,3.08,0.0,1000.0
3013673747,12/01/2021,2,3.36,0.0,1000.0
3013673747,12/01/2021,3,3.5,0.0,1000.0
3013673747,12/01/2021,4,3.5,0.0,1000.0
3013673747,12/01/2021,5,3.5,0.0,1000.0
3013673747,12/01/2021,6,0.28,14.28,1000.0
3013673747,12/01/2021,7,0.0,141.26,1000.0
3013673747,12/01/2021,8,0.0,291.76,1000.0
3013673747,12/01/2021,9,0.0,561.4,1000.0
3013673747,12/01/2021,10,0.14,489.58,1000.0
3013673747,12/01/2021,11,0.14,611.1,1000.0
3013673747,12/01/2021,12,0.14,743.26,1000.0
3013673747,12/01/2021,13,0.0,507.5,1000.0
3013673747,12/01/2021,14,0.0,649.88,1000.0
3013673747,12/01/2021,15,0.0,932.4,1000.0
3013673747,12/01/2021,16,0.0,955.5,1000.0
3013673747,12/01/2021,17,0.14,645.26,1000.0
3013673747,12/01/2021,18,0.14,126.56,1000.0
3013673747,12/01/2021,19,4.2,0.0,1000.0
3013673747,12/01/2021,20,3.08,0.0,1000.0
3013673747,12/01/2021,21,3.36,0.0,1000.0
3013673747,12/01/2021,22,3.5,0.0,1000.0
3013673747,12/01/2021,23,3.5,0.0,1000.0
3013673747,13/01/2021,0,3.36,0.0,1000.0
3013673747,13/01/2021,1,3.5,0.0,1000.0
3013673747,13/01/2021,2,3.5,0.0,1000.0
3013673747,13/01/2021,3,3.5,0.0,1000.0
3013673747,13/01/2021,4,3.64,0.0,1000.0
3013673747,13/01/2021,5,2.94,0.0,1000.0
3013673747,13/01/2021,6,0.0,91.28,1000.0
3013673747,13/01/2021,7,0.0,417.34,1000.0
3013673747,13/01/2021,8,0.0,622.58,1000.0
3013673747,13/01/2021,9,0.0,798.14,1000.0
3013673747,13/01/2021,10,0.0,695.24,1000.0
3013673747,13/01/2021,11,0.0,693.56,1000.0
3013673747,13/01/2021,12,0.0,654.08,1000.0
3013673747,13/01/2021,13,0.0,811.16,1000.0
3013673747,13/01/2021,14,0.0,987.42,1000.0
3013673747,13/01/2021,15,0.0,950.04,1000.0
3013673747,13/01/2021,16,0.0,914.34,1000.0
3013673747,13/01/2021,17,0.0,659.26,1000.0
3013673747,13/01/2021,18,0.42,89.6,1000.0
3013673747,13/01/2021,19,4.06,0.0,1000.0
3013673747,13/01/2021,20,2.94,0.0,1000.0
3013673747,13/01/2021,21,3.22,0.0,1000.0
3013673747,13/01/2021,22,3.08,0.0,1000.0
3013673747,13/01/2021,23,3.22,0.0,1000.0
3013673747,14/01/2021,0,3.08,0.0,1000.0
3013673747,14/01/2021,1,3.22,0.0,1000.0
3013673747,14/01/2021,2,3.08,0.0,1000.0
3013673747,14/01/2021,3,3.22,0.0,1000.0
3013673747,14/01/2021,4,3.08,0.0,1000.0
3013673747,14/01/2021,5,2.66,0.0,1000.0
3013673747,14/01/2021,6,0.0,93.52,1000.0
3013673747,14/01/2021,7,0.0,601.02,1000.0
3013673747,14/01/2021,8,0.0,971.04,1000.0
3013673747,14/01/2021,9,0.0,900.2,1000.0
3013673747,14/01/2021,10,0.0,941.22,1000.0
3013673747,14/01/2021,11,0.0,729.68,1000.0
3013673747,14/01/2021,12,0.0,825.3,1000.0
3013673747,14/01/2021,13,0.0,856.52,1000.0
3013673747,14/01/2021,14,0.0,939.96,1000.0
3013673747,14/01/2021,15,0.0,870.52,1000.0
3013673747,14/01/2021,16,0.0,516.32,1000.0
3013673747,14/01/2021,17,0.0,499.38,1000.0
3013673747,14/01/2021,18,0.84,74.48,1000.0
3013673747,14/01/2021,19,3.36,0.0,1000.0
3013673747,14/01/2021,20,2.94,0.0,1000.0
3013673747,14/01/2021,21,3.08,0.0,1000.0
3013673747,14/01/2021,22,3.08,0.0,1000.0
3013673747,14/01/2021,23,3.08,0.0,1000.0
3013673747,15/01/2021,0,3.22,0.0,1000.0
3013673747,15/01/2021,1,3.22,0.0,1000.0
3013673747,15/01/2021,2,3.22,0.0,1000.0
3013673747,15/01/2021,3,3.22,0.0,1000.0
3013673747,15/01/2021,4,3.22,0.0,1000.0
3013673747,15/01/2021,5,3.08,0.0,1000.0
3013673747,15/01/2021,6,0.0,34.02,1000.0
3013673747,15/01/2021,7,0.0,277.34,1000.0
3013673747,15/01/2021,8,0.0,718.48,1000.0
3013673747,15/01/2021,9,0.0,749.98,1000.0
3013673747,15/01/2021,10,0.0,547.68,1000.0
3013673747,15/01/2021,11,0.0,697.62,1000.0
3013673747,15/01/2021,12,0.0,834.54,1000.0
3013673747,15/01/2021,13,0.0,946.82,1000.0
3013673747,15/01/2021,14,0.0,721.7,1000.0
3013673747,15/01/2021,15,0.0,250.32,1000.0
3013673747,15/01/2021,16,0.0,434.0,1000.0
3013673747,15/01/2021,17,0.0,617.96,1000.0
3013673747,15/01/2021,18,0.28,35.98,1000.0
3013673747,15/01/2021,19,2.94,0.0,1000.0
3013673747,15/01/2021,20,2.94,0.0,1000.0
3013673747,15/01/2021,21,2.94,0.0,1000.0
3013673747,15/01/2021,22,2.94,0.0,1000.0
3013673747,15/01/2021,23,3.22,0.0,1000.0
3013673747,16/01/2021,0,3.22,0.0,1000.0
3013673747,16/01/2021,1,3.22,0.0,1000.0
3013673747,16/01/2021,2,3.22,0.0,1000.0
3013673747,16/01/2021,3,3.22,0.0,1000.0
3013673747,16/01/2021,4,3.22,0.0,1000.0
3013673747,16/01/2021,5,3.22,0.0,1000.0
3013673747,16/01/2021,6,0.0,81.9,1000.0
3013673747,16/01/2021,7,0.0,534.38,1000.0
3013673747,16/01/2021,8,0.0,643.3,1000.0
3013673747,16/01/2021,9,0.0,879.9,1000.0
3013673747,16/01/2021,10,0.0,805.14,1000.0
3013673747,16/01/2021,11,0.0,852.04,1000.0
3013673747,16/01/2021,12,0.0,822.92,1000.0
3013673747,16/01/2021,13,0.0,709.94,1000.0
3013673747,16/01/2021,14,0.0,741.86,1000.0
3013673747,16/01/2021,15,0.0,316.96,1000.0
3013673747,16/01/2021,16,0.0,340.9,1000.0
3013673747,16/01/2021,17,0.0,166.46,1000.0
3013673747,16/01/2021,18,0.28,32.2,1000.0
3013673747,16/01/2021,19,3.08,0.0,1000.0
3013673747,16/01/2021,20,2.94,0.0,1000.0
3013673747,16/01/2021,21,3.22,0.0,1000.0
3013673747,16/01/2021,22,3.08,0.0,1000.0
3013673747,16/01/2021,23,3.22,0.0,1000.0
3013673747,17/01/2021,0,3.08,0.0,1000.0
3013673747,17/01/2021,1,3.08,0.0,1000.0
3013673747,17/01/2021,2,3.22,0.0,1000.0
3013673747,17/01/2021,3,3.08,0.0,1000.0
3013673747,17/01/2021,4,3.22,0.0,1000.0
3013673747,17/01/2021,5,2.8,0.14,1000.0
3013673747,17/01/2021,6,0.0,62.16,1000.0
3013673747,17/01/2021,7,0.0,209.58,1000.0
3013673747,17/01/2021,8,0.0,624.82,1000.0
3013673747,17/01/2021,9,0.0,955.36,1000.0
