CodGeraMT,DATA,HORA,KWH_CONSUMIDO,KWH_INJETADO_GD,POTENCIA_INSTALADA 
3013888586,12/01/2021,0,3.5,0.0,1000.0
3013888586,12/01/2021,1,3.5,0.0,1000.0
3013888586,12/01/2021,2,3.64,0.0,1000.0
3013888586,12/01/2021,3,3.64,0.0,1000.0
3013888586,12/01/2021,4,3.64,0.0,1000.0
3013888586,12/01/2021,5,3.64,0.0,1000.0
3013888586,12/01/2021,6,1.54,0.0,1000.0
3013888586,12/01/2021,7,0.0,0.0,1000.0
3013888586,12/01/2021,8,0.0,0.0,1000.0
3013888586,12/01/2021,9,0.0,0.0,1000.0
3013888586,12/01/2021,10,0.0,0.0,1000.0
3013888586,12/01/2021,11,0.0,0.0,1000.0
3013888586,12/01/2021,12,0.0,0.0,1000.0
3013888586,12/01/2021,13,0.0,0.0,1000.0
3013888586,12/01/2021,14,0.0,0.0,1000.0
3013888586,12/01/2021,15,0.0,0.0,1000.0
3013888586,12/01/2021,16,0.0,0.0,1000.0
3013888586,12/01/2021,17,0.0,0.0,1000.0
3013888586,12/01/2021,18,0.7,0.0,1000.0
3013888586,12/01/2021,19,3.36,0.0,1000.0
3013888586,12/01/2021,20,3.5,0.0,1000.0
3013888586,12/01/2021,21,3.5,0.0,1000.0
3013888586,12/01/2021,22,3.64,0.0,1000.0
3013888586,12/01/2021,23,3.5,0.0,1000.0
3013888586,13/01/2021,0,3.5,0.0,1000.0
3013888586,13/01/2021,1,3.5,0.0,1000.0
3013888586,13/01/2021,2,3.5,0.0,1000.0
3013888586,13/01/2021,3,3.5,0.0,1000.0
3013888586,13/01/2021,4,3.5,0.0,1000.0
3013888586,13/01/2021,5,2.8,0.0,1000.0
3013888586,13/01/2021,6,0.0,0.0,1000.0
3013888586,13/01/2021,7,0.0,0.0,1000.0
3013888586,13/01/2021,8,0.0,0.0,1000.0
3013888586,13/01/2021,9,0.0,0.0,1000.0
3013888586,13/01/2021,10,0.0,0.0,1000.0
3013888586,13/01/2021,11,0.0,0.0,1000.0
3013888586,13/01/2021,12,0.0,0.0,1000.0
3013888586,13/01/2021,13,0.0,0.0,1000.0
3013888586,13/01/2021,14,0.0,0.0,1000.0
3013888586,13/01/2021,15,0.0,0.0,1000.0
3013888586,13/01/2021,16,0.0,0.0,1000.0
3013888586,13/01/2021,17,0.0,0.0,1000.0
3013888586,13/01/2021,18,0.7,0.0,1000.0
3013888586,13/01/2021,19,3.36,0.0,1000.0
3013888586,13/01/2021,20,3.64,0.0,1000.0
3013888586,13/01/2021,21,3.36,0.0,1000.0
3013888586,13/01/2021,22,3.64,0.0,1000.0
3013888586,13/01/2021,23,3.5,0.0,1000.0
3013888586,14/01/2021,0,3.64,0.0,1000.0
3013888586,14/01/2021,1,3.64,0.0,1000.0
3013888586,14/01/2021,2,3.5,0.0,1000.0
3013888586,14/01/2021,3,3.64,0.0,1000.0
3013888586,14/01/2021,4,3.64,0.0,1000.0
3013888586,14/01/2021,5,2.66,0.0,1000.0
3013888586,14/01/2021,6,0.0,0.0,1000.0
3013888586,14/01/2021,7,0.0,0.0,1000.0
3013888586,14/01/2021,8,0.0,0.0,1000.0
3013888586,14/01/2021,9,0.0,0.0,1000.0
3013888586,14/01/2021,10,0.0,0.0,1000.0
3013888586,14/01/2021,11,0.0,0.0,1000.0
3013888586,14/01/2021,12,0.0,0.0,1000.0
3013888586,14/01/2021,13,0.0,0.0,1000.0
3013888586,14/01/2021,14,0.0,0.0,1000.0
3013888586,14/01/2021,15,0.0,0.0,1000.0
3013888586,14/01/2021,16,0.0,0.0,1000.0
3013888586,14/01/2021,17,0.0,0.0,1000.0
3013888586,14/01/2021,18,0.7,0.0,1000.0
3013888586,14/01/2021,19,3.5,0.0,1000.0
3013888586,14/01/2021,20,3.5,0.0,1000.0
3013888586,14/01/2021,21,3.64,0.0,1000.0
3013888586,14/01/2021,22,3.64,0.0,1000.0
3013888586,14/01/2021,23,3.64,0.0,1000.0
3013888586,15/01/2021,0,3.5,0.0,1000.0
3013888586,15/01/2021,1,3.64,0.0,1000.0
3013888586,15/01/2021,2,3.5,0.0,1000.0
3013888586,15/01/2021,3,3.64,0.0,1000.0
3013888586,15/01/2021,4,3.5,0.0,1000.0
3013888586,15/01/2021,5,3.22,0.0,1000.0
3013888586,15/01/2021,6,0.0,0.0,1000.0
3013888586,15/01/2021,7,0.0,0.0,1000.0
3013888586,15/01/2021,8,0.0,0.0,1000.0
3013888586,15/01/2021,9,0.0,0.0,1000.0
3013888586,15/01/2021,10,0.0,0.0,1000.0
3013888586,15/01/2021,11,0.0,0.0,1000.0
3013888586,15/01/2021,12,0.0,0.0,1000.0
3013888586,15/01/2021,13,0.0,0.0,1000.0
3013888586,15/01/2021,14,0.0,0.0,1000.0
3013888586,15/01/2021,15,0.0,0.0,1000.0
3013888586,15/01/2021,16,0.0,0.0,1000.0
3013888586,15/01/2021,17,0.0,0.0,1000.0
3013888586,15/01/2021,18,1.4,0.0,1000.0
3013888586,15/01/2021,19,3.5,0.0,1000.0
3013888586,15/01/2021,20,3.5,0.0,1000.0
3013888586,15/01/2021,21,3.5,0.0,1000.0
3013888586,15/01/2021,22,3.64,0.0,1000.0
3013888586,15/01/2021,23,3.64,0.0,1000.0
3013888586,16/01/2021,0,3.5,0.0,1000.0
3013888586,16/01/2021,1,3.64,0.0,1000.0
3013888586,16/01/2021,2,3.5,0.0,1000.0
3013888586,16/01/2021,3,3.64,0.0,1000.0
3013888586,16/01/2021,4,3.5,0.0,1000.0
3013888586,16/01/2021,5,3.22,0.0,1000.0
3013888586,16/01/2021,6,0.0,0.0,1000.0
3013888586,16/01/2021,7,0.0,0.0,1000.0
3013888586,16/01/2021,8,0.0,0.0,1000.0
3013888586,16/01/2021,9,0.0,0.0,1000.0
3013888586,16/01/2021,10,0.0,0.0,1000.0
3013888586,16/01/2021,11,0.0,0.0,1000.0
3013888586,16/01/2021,12,0.0,0.0,1000.0
3013888586,16/01/2021,13,0.0,0.0,1000.0
3013888586,16/01/2021,14,0.0,0.0,1000.0
3013888586,16/01/2021,15,0.0,0.0,1000.0
3013888586,16/01/2021,16,0.0,0.0,1000.0
3013888586,16/01/2021,17,0.0,0.0,1000.0
3013888586,16/01/2021,18,0.7,0.0,1000.0
3013888586,16/01/2021,19,3.5,0.0,1000.0
3013888586,16/01/2021,20,3.5,0.0,1000.0
3013888586,16/01/2021,21,3.64,0.0,1000.0
3013888586,16/01/2021,22,3.36,0.0,1000.0
3013888586,16/01/2021,23,3.64,0.0,1000.0
3013888586,17/01/2021,0,3.5,0.0,1000.0
3013888586,17/01/2021,1,3.5,0.0,1000.0
3013888586,17/01/2021,2,3.64,0.0,1000.0
3013888586,17/01/2021,3,3.64,0.0,1000.0
3013888586,17/01/2021,4,3.5,0.0,1000.0
3013888586,17/01/2021,5,2.94,0.0,1000.0
3013888586,17/01/2021,6,0.0,0.0,1000.0
3013888586,17/01/2021,7,0.0,0.0,1000.0
3013888586,17/01/2021,8,0.0,0.0,1000.0
3013888586,17/01/2021,9,0.0,0.0,1000.0
3013888586,17/01/2021,10,0.0,0.0,1000.0
3013888586,17/01/2021,11,0.0,0.0,1000.0
3013888586,17/01/2021,12,0.0,0.0,1000.0
3013888586,17/01/2021,13,0.0,0.0,1000.0
3013888586,17/01/2021,14,0.0,0.0,1000.0
3013888586,17/01/2021,15,0.0,0.0,1000.0
3013888586,17/01/2021,16,0.0,0.0,1000.0
3013888586,17/01/2021,17,0.0,0.0,1000.0
3013888586,17/01/2021,18,1.26,0.0,1000.0
3013888586,17/01/2021,19,3.5,0.0,1000.0
3013888586,17/01/2021,20,3.5,0.0,1000.0
3013888586,17/01/2021,21,3.64,0.0,1000.0
3013888586,17/01/2021,22,3.5,0.0,1000.0
3013888586,17/01/2021,23,3.5,0.0,1000.0
3013888586,18/01/2021,0,3.5,0.0,1000.0
3013888586,18/01/2021,1,3.36,0.0,1000.0
3013888586,18/01/2021,2,3.5,0.0,1000.0
3013888586,18/01/2021,3,3.64,0.0,1000.0
3013888586,18/01/2021,4,3.64,0.0,1000.0
3013888586,18/01/2021,5,2.94,0.0,1000.0
3013888586,18/01/2021,6,0.0,0.0,1000.0
3013888586,18/01/2021,7,0.0,0.0,1000.0
3013888586,18/01/2021,8,0.0,0.0,1000.0
3013888586,18/01/2021,9,0.0,0.0,1000.0
3013888586,18/01/2021,10,0.0,0.0,1000.0
3013888586,18/01/2021,11,0.0,0.0,1000.0
3013888586,18/01/2021,12,0.0,0.0,1000.0
3013888586,18/01/2021,13,0.0,0.0,1000.0
3013888586,18/01/2021,14,0.0,0.0,1000.0
3013888586,18/01/2021,15,0.0,0.0,1000.0
3013888586,18/01/2021,16,0.0,0.0,1000.0
3013888586,18/01/2021,17,0.0,0.0,1000.0
3013888586,18/01/2021,18,0.7,0.0,1000.0
3013888586,18/01/2021,19,3.36,0.0,1000.0
3013888586,18/01/2021,20,3.5,0.0,1000.0
3013888586,18/01/2021,21,3.36,0.0,1000.0
3013888586,18/01/2021,22,3.5,0.0,1000.0
3013888586,18/01/2021,23,3.5,0.0,1000.0
3013888586,19/01/2021,0,3.5,0.0,1000.0
3013888586,19/01/2021,1,3.5,0.0,1000.0
3013888586,19/01/2021,2,3.64,0.0,1000.0
3013888586,19/01/2021,3,3.5,0.0,1000.0
3013888586,19/01/2021,4,3.36,0.0,1000.0
3013888586,19/01/2021,5,3.08,0.0,1000.0
3013888586,19/01/2021,6,0.0,0.0,1000.0
3013888586,19/01/2021,7,0.0,0.0,1000.0
3013888586,19/01/2021,8,0.0,0.0,1000.0
3013888586,19/01/2021,9,0.0,0.0,1000.0
3013888586,19/01/2021,10,0.0,0.0,1000.0
3013888586,19/01/2021,11,0.0,0.0,1000.0
3013888586,19/01/2021,12,0.0,0.0,1000.0
3013888586,19/01/2021,13,0.0,0.0,1000.0
3013888586,19/01/2021,14,0.0,0.0,1000.0
3013888586,19/01/2021,15,0.0,0.0,1000.0
3013888586,19/01/2021,16,0.0,0.0,1000.0
3013888586,19/01/2021,17,0.0,0.0,1000.0
3013888586,19/01/2021,18,0.56,0.0,1000.0
3013888586,19/01/2021,19,3.36,0.0,1000.0
3013888586,19/01/2021,20,3.5,0.0,1000.0
3013888586,19/01/2021,21,3.5,0.0,1000.0
3013888586,19/01/2021,22,3.5,0.0,1000.0
3013888586,19/01/2021,23,3.5,0.0,1000.0
3013888586,20/01/2021,0,3.64,0.0,1000.0
3013888586,20/01/2021,1,3.5,0.0,1000.0
3013888586,20/01/2021,2,3.64,0.0,1000.0
3013888586,20/01/2021,3,3.5,0.0,1000.0
3013888586,20/01/2021,4,3.64,0.0,1000.0
3013888586,20/01/2021,5,3.08,0.0,1000.0
3013888586,20/01/2021,6,0.0,0.0,1000.0
3013888586,20/01/2021,7,0.0,0.0,1000.0
3013888586,20/01/2021,8,0.0,0.0,1000.0
3013888586,20/01/2021,9,0.0,0.0,1000.0
3013888586,20/01/2021,10,0.0,0.0,1000.0
3013888586,20/01/2021,11,0.0,0.0,1000.0
3013888586,20/01/2021,12,0.0,0.0,1000.0
3013888586,20/01/2021,13,0.0,0.0,1000.0
3013888586,20/01/2021,14,0.0,0.0,1000.0
3013888586,20/01/2021,15,0.0,0.0,1000.0
3013888586,20/01/2021,16,0.0,0.0,1000.0
3013888586,20/01/2021,17,0.0,0.0,1000.0
3013888586,20/01/2021,18,0.42,0.0,1000.0
3013888586,20/01/2021,19,3.36,0.0,1000.0
3013888586,20/01/2021,20,3.64,0.0,1000.0
3013888586,20/01/2021,21,3.5,0.0,1000.0
3013888586,20/01/2021,22,3.5,0.0,1000.0
3013888586,20/01/2021,23,3.5,0.0,1000.0
3013888586,21/01/2021,0,3.36,0.0,1000.0
3013888586,21/01/2021,1,3.64,0.0,1000.0
3013888586,21/01/2021,2,3.5,0.0,1000.0
3013888586,21/01/2021,3,3.64,0.0,1000.0
3013888586,21/01/2021,4,3.5,0.0,1000.0
3013888586,21/01/2021,5,3.22,0.0,1000.0
3013888586,21/01/2021,6,0.0,0.0,1000.0
3013888586,21/01/2021,7,0.0,0.0,1000.0
3013888586,21/01/2021,8,0.0,0.0,1000.0
3013888586,21/01/2021,9,0.0,0.0,1000.0
3013888586,21/01/2021,10,0.0,0.0,1000.0
3013888586,21/01/2021,11,0.0,0.0,1000.0
3013888586,21/01/2021,12,0.0,0.0,1000.0
3013888586,21/01/2021,13,0.0,0.0,1000.0
3013888586,21/01/2021,14,0.0,0.0,1000.0
3013888586,21/01/2021,15,0.0,0.0,1000.0
3013888586,21/01/2021,16,0.0,0.0,1000.0
3013888586,21/01/2021,17,0.0,0.0,1000.0
3013888586,21/01/2021,18,0.42,0.0,1000.0
3013888586,21/01/2021,19,3.36,0.0,1000.0
3013888586,21/01/2021,20,3.5,0.0,1000.0
3013888586,21/01/2021,21,3.5,0.0,1000.0
3013888586,21/01/2021,22,3.36,0.0,1000.0
3013888586,21/01/2021,23,3.5,0.0,1000.0
3013888586,22/01/2021,0,3.5,0.0,1000.0
3013888586,22/01/2021,1,3.5,0.0,1000.0
3013888586,22/01/2021,2,3.5,0.0,1000.0
3013888586,22/01/2021,3,3.64,0.0,1000.0
3013888586,22/01/2021,4,3.36,0.0,1000.0
3013888586,22/01/2021,5,3.22,0.0,1000.0
3013888586,22/01/2021,6,0.0,0.0,1000.0
3013888586,22/01/2021,7,0.0,0.0,1000.0
3013888586,22/01/2021,8,0.0,0.0,1000.0
3013888586,22/01/2021,9,0.0,0.0,1000.0
3013888586,22/01/2021,10,0.0,0.0,1000.0
3013888586,22/01/2021,11,0.0,0.0,1000.0
3013888586,22/01/2021,12,0.0,0.0,1000.0
3013888586,22/01/2021,13,0.0,0.0,1000.0
3013888586,22/01/2021,14,0.0,0.0,1000.0
3013888586,22/01/2021,15,0.0,0.0,1000.0
3013888586,22/01/2021,16,0.0,0.0,1000.0
3013888586,22/01/2021,17,0.0,0.0,1000.0
3013888586,22/01/2021,18,0.7,0.0,1000.0
3013888586,22/01/2021,19,3.5,0.0,1000.0
3013888586,22/01/2021,20,3.22,0.0,1000.0
3013888586,22/01/2021,21,3.64,0.0,1000.0
3013888586,22/01/2021,22,3.36,0.0,1000.0
3013888586,22/01/2021,23,3.5,0.0,1000.0
3013888586,23/01/2021,0,3.5,0.0,1000.0
3013888586,23/01/2021,1,3.64,0.0,1000.0
3013888586,23/01/2021,2,3.5,0.0,1000.0
3013888586,23/01/2021,3,3.64,0.0,1000.0
3013888586,23/01/2021,4,3.5,0.0,1000.0
3013888586,23/01/2021,5,3.22,0.0,1000.0
3013888586,23/01/2021,6,0.0,0.0,1000.0
3013888586,23/01/2021,7,0.0,0.0,1000.0
