CodGeraMT,DATA,HORA,KWH_CONSUMIDO,KWH_INJETADO_GD,POTENCIA_INSTALADA 
3013586192,12/01/2021,0,2.24,0.0,1000.0
3013586192,12/01/2021,1,2.52,0.0,1000.0
3013586192,12/01/2021,2,2.52,0.0,1000.0
3013586192,12/01/2021,3,2.52,0.0,1000.0
3013586192,12/01/2021,4,2.52,0.0,1000.0
3013586192,12/01/2021,5,2.24,0.0,1000.0
3013586192,12/01/2021,6,1.68,0.0,1000.0
3013586192,12/01/2021,7,0.0,6.44,1000.0
3013586192,12/01/2021,8,0.0,14.84,1000.0
3013586192,12/01/2021,9,0.0,5.32,1000.0
3013586192,12/01/2021,10,0.0,10.36,1000.0
3013586192,12/01/2021,11,0.0,196.56,1000.0
3013586192,12/01/2021,12,0.0,345.24,1000.0
3013586192,12/01/2021,13,0.0,612.92,1000.0
3013586192,12/01/2021,14,0.0,603.12,1000.0
3013586192,12/01/2021,15,0.0,477.96,1000.0
3013586192,12/01/2021,16,0.0,494.2,1000.0
3013586192,12/01/2021,17,0.0,362.6,1000.0
3013586192,12/01/2021,18,0.56,21.84,1000.0
3013586192,12/01/2021,19,2.52,0.0,1000.0
3013586192,12/01/2021,20,2.8,0.0,1000.0
3013586192,12/01/2021,21,2.52,0.0,1000.0
3013586192,12/01/2021,22,2.52,0.0,1000.0
3013586192,12/01/2021,23,2.52,0.0,1000.0
3013586192,13/01/2021,0,2.24,0.0,1000.0
3013586192,13/01/2021,1,2.52,0.0,1000.0
3013586192,13/01/2021,2,2.8,0.0,1000.0
3013586192,13/01/2021,3,2.52,0.0,1000.0
3013586192,13/01/2021,4,2.52,0.0,1000.0
3013586192,13/01/2021,5,2.24,0.0,1000.0
3013586192,13/01/2021,6,0.0,90.72,1000.0
3013586192,13/01/2021,7,0.0,299.88,1000.0
3013586192,13/01/2021,8,0.0,495.88,1000.0
3013586192,13/01/2021,9,0.0,470.68,1000.0
3013586192,13/01/2021,10,0.0,604.8,1000.0
3013586192,13/01/2021,11,0.0,644.56,1000.0
3013586192,13/01/2021,12,0.0,838.32,1000.0
3013586192,13/01/2021,13,0.0,698.88,1000.0
3013586192,13/01/2021,14,0.0,612.36,1000.0
3013586192,13/01/2021,15,0.0,526.96,1000.0
3013586192,13/01/2021,16,0.0,495.32,1000.0
